key	book	chapter	verse	word	role	case	tense	voice	mood	degree
46001001001	1CO	1	1	1		nominative				
46001001002	1CO	1	1	2		nominative				
46001001003	1CO	1	1	3		nominative				
46001001004	1CO	1	1	4		genitive				
46001001005	1CO	1	1	5		genitive				
46001001006	1CO	1	1	6						
46001001007	1CO	1	1	7		genitive				
46001001008	1CO	1	1	8		genitive				
46001001009	1CO	1	1	9						
46001001010	1CO	1	1	10		nominative				
46001001011	1CO	1	1	11		nominative				
46001001012	1CO	1	1	12		nominative				
46001002001	1CO	1	2	1		dative				
46001002002	1CO	1	2	2		dative				
46001002003	1CO	1	2	3		genitive				
46001002004	1CO	1	2	4		genitive				
46001002005	1CO	1	2	5		dative				
46001002006	1CO	1	2	6	vc	dative	present	active	participle	
46001002007	1CO	1	2	7						
46001002008	1CO	1	2	8		dative				
46001002009	1CO	1	2	9	v	dative	perfect	passive	participle	
46001002010	1CO	1	2	10						
46001002011	1CO	1	2	11		dative				
46001002012	1CO	1	2	12		dative				
46001002013	1CO	1	2	13		dative				
46001002014	1CO	1	2	14		dative				
46001002015	1CO	1	2	15						
46001002016	1CO	1	2	16		dative				
46001002017	1CO	1	2	17		dative				
46001002018	1CO	1	2	18	v	dative	present	middle	participle	
46001002019	1CO	1	2	19		accusative				
46001002020	1CO	1	2	20		accusative				
46001002021	1CO	1	2	21		genitive				
46001002022	1CO	1	2	22		genitive				
46001002023	1CO	1	2	23		genitive				
46001002024	1CO	1	2	24		genitive				
46001002025	1CO	1	2	25		genitive				
46001002026	1CO	1	2	26						
46001002027	1CO	1	2	27		dative				
46001002028	1CO	1	2	28		dative				
46001002029	1CO	1	2	29		genitive				
46001002030	1CO	1	2	30						
46001002031	1CO	1	2	31		genitive				
46001003001	1CO	1	3	1		nominative				
46001003002	1CO	1	3	2	io	dative				
46001003003	1CO	1	3	3						
46001003004	1CO	1	3	4		nominative				
46001003005	1CO	1	3	5						
46001003006	1CO	1	3	6		genitive				
46001003007	1CO	1	3	7		genitive				
46001003008	1CO	1	3	8		genitive				
46001003009	1CO	1	3	9						
46001003010	1CO	1	3	10		genitive				
46001003011	1CO	1	3	11		genitive				
46001003012	1CO	1	3	12		genitive				
46001004001	1CO	1	4	1	v		present	active	indicative	
46001004002	1CO	1	4	2		dative				
46001004003	1CO	1	4	3		dative				
46001004004	1CO	1	4	4	adv					
46001004005	1CO	1	4	5						
46001004006	1CO	1	4	6		genitive				
46001004007	1CO	1	4	7						
46001004008	1CO	1	4	8		dative				
46001004009	1CO	1	4	9		dative				
46001004010	1CO	1	4	10		genitive				
46001004011	1CO	1	4	11		genitive				
46001004012	1CO	1	4	12		dative				
46001004013	1CO	1	4	13	v	dative	aorist	passive	participle	
46001004014	1CO	1	4	14	io	dative				
46001004015	1CO	1	4	15						
46001004016	1CO	1	4	16		dative				
46001004017	1CO	1	4	17		dative				
46001005001	1CO	1	5	1						
46001005002	1CO	1	5	2						
46001005003	1CO	1	5	3		dative				
46001005004	1CO	1	5	4	v		aorist	passive	indicative	
46001005005	1CO	1	5	5						
46001005006	1CO	1	5	6		dative				
46001005007	1CO	1	5	7						
46001005008	1CO	1	5	8		dative				
46001005009	1CO	1	5	9		dative				
46001005010	1CO	1	5	10						
46001005011	1CO	1	5	11		dative				
46001005012	1CO	1	5	12		dative				
46001006001	1CO	1	6	1						
46001006002	1CO	1	6	2		nominative				
46001006003	1CO	1	6	3		nominative				
46001006004	1CO	1	6	4		genitive				
46001006005	1CO	1	6	5		genitive				
46001006006	1CO	1	6	6	v		aorist	passive	indicative	
46001006007	1CO	1	6	7						
46001006008	1CO	1	6	8		dative				
46001007001	1CO	1	7	1						
46001007002	1CO	1	7	2	s	accusative				
46001007003	1CO	1	7	3	adv					
46001007004	1CO	1	7	4	v		present	passive	infinitive	
46001007005	1CO	1	7	5						
46001007006	1CO	1	7	6		dative				
46001007007	1CO	1	7	7		dative				
46001007008	1CO	1	7	8	v	accusative	present	middlepassive	participle	
46001007009	1CO	1	7	9		accusative				
46001007010	1CO	1	7	10		accusative				
46001007011	1CO	1	7	11		genitive				
46001007012	1CO	1	7	12		genitive				
46001007013	1CO	1	7	13		genitive				
46001007014	1CO	1	7	14		genitive				
46001007015	1CO	1	7	15		genitive				
46001008001	1CO	1	8	1	s	nominative				
46001008002	1CO	1	8	2	adv					
46001008003	1CO	1	8	3	v		future	active	indicative	
46001008004	1CO	1	8	4	o	accusative				
46001008005	1CO	1	8	5						
46001008006	1CO	1	8	6		genitive				
46001008007	1CO	1	8	7	o2	accusative				
46001008008	1CO	1	8	8						
46001008009	1CO	1	8	9		dative				
46001008010	1CO	1	8	10		dative				
46001008011	1CO	1	8	11		genitive				
46001008012	1CO	1	8	12		genitive				
46001008013	1CO	1	8	13		genitive				
46001008014	1CO	1	8	14		genitive				
46001008015	1CO	1	8	15		genitive				
46001009001	1CO	1	9	1	p	nominative				
46001009002	1CO	1	9	2		nominative				
46001009003	1CO	1	9	3		nominative				
46001009004	1CO	1	9	4						
46001009005	1CO	1	9	5		genitive				
46001009006	1CO	1	9	6	v		aorist	passive	indicative	
46001009007	1CO	1	9	7						
46001009008	1CO	1	9	8		accusative				
46001009009	1CO	1	9	9		genitive				
46001009010	1CO	1	9	10		genitive				
46001009011	1CO	1	9	11		genitive				
46001009012	1CO	1	9	12		genitive				
46001009013	1CO	1	9	13		genitive				
46001009014	1CO	1	9	14		genitive				
46001009015	1CO	1	9	15		genitive				
46001009016	1CO	1	9	16		genitive				
46001010001	1CO	1	10	1	v		present	active	indicative	
46001010002	1CO	1	10	2						
46001010003	1CO	1	10	3	o	accusative				
46001010004	1CO	1	10	4	aux	vocative				
46001010005	1CO	1	10	5						
46001010006	1CO	1	10	6		genitive				
46001010007	1CO	1	10	7		genitive				
46001010008	1CO	1	10	8		genitive				
46001010009	1CO	1	10	9		genitive				
46001010010	1CO	1	10	10		genitive				
46001010011	1CO	1	10	11		genitive				
46001010012	1CO	1	10	12		genitive				
46001010013	1CO	1	10	13						
46001010014	1CO	1	10	14		accusative				
46001010015	1CO	1	10	15		accusative				
46001010016	1CO	1	10	16	v		present	active	subjunctive	
46001010017	1CO	1	10	17	s	nominative				
46001010018	1CO	1	10	18						
46001010019	1CO	1	10	19	adv					
46001010020	1CO	1	10	20	vc		present	active	subjunctive	
46001010021	1CO	1	10	21						
46001010022	1CO	1	10	22		dative				
46001010023	1CO	1	10	23	s	nominative				
46001010024	1CO	1	10	24			present	active	subjunctive	
46001010025	1CO	1	10	25						
46001010026	1CO	1	10	26		nominative	perfect	passive	participle	
46001010027	1CO	1	10	27						
46001010028	1CO	1	10	28		dative				
46001010029	1CO	1	10	29		dative				
46001010030	1CO	1	10	30		dative				
46001010031	1CO	1	10	31						
46001010032	1CO	1	10	32						
46001010033	1CO	1	10	33		dative				
46001010034	1CO	1	10	34		dative				
46001010035	1CO	1	10	35		dative				
46001011001	1CO	1	11	1	v		aorist	passive	indicative	
46001011002	1CO	1	11	2						
46001011003	1CO	1	11	3	io	dative				
46001011004	1CO	1	11	4						
46001011005	1CO	1	11	5		genitive				
46001011006	1CO	1	11	6		vocative				
46001011007	1CO	1	11	7		genitive				
46001011008	1CO	1	11	8						
46001011009	1CO	1	11	9		genitive				
46001011010	1CO	1	11	10		genitive				
46001011011	1CO	1	11	11						
46001011012	1CO	1	11	12	s	nominative				
46001011013	1CO	1	11	13						
46001011014	1CO	1	11	14		dative				
46001011015	1CO	1	11	15	vc		present	active	indicative	
46001012001	1CO	1	12	1	v		present	active	indicative	
46001012002	1CO	1	12	2						
46001012003	1CO	1	12	3	o	accusative				
46001012004	1CO	1	12	4						
46001012005	1CO	1	12	5		nominative				
46001012006	1CO	1	12	6		genitive				
46001012007	1CO	1	12	7	v		present	active	indicative	
46001012008	1CO	1	12	8	s	nominative				
46001012009	1CO	1	12	9						
46001012010	1CO	1	12	10	vc		present	active	indicative	
46001012011	1CO	1	12	11	p	genitive				
46001012012	1CO	1	12	12	s	nominative				
46001012013	1CO	1	12	13						
46001012014	1CO	1	12	14	p	genitive				
46001012015	1CO	1	12	15	s	nominative				
46001012016	1CO	1	12	16						
46001012017	1CO	1	12	17	p	genitive				
46001012018	1CO	1	12	18	s	nominative				
46001012019	1CO	1	12	19						
46001012020	1CO	1	12	20	p	genitive				
46001013001	1CO	1	13	1	v		perfect	passive	indicative	
46001013002	1CO	1	13	2		nominative				
46001013003	1CO	1	13	3		nominative				
46001013004	1CO	1	13	4						
46001013005	1CO	1	13	5	s	nominative				
46001013006	1CO	1	13	6	v		aorist	passive	indicative	
46001013007	1CO	1	13	7						
46001013008	1CO	1	13	8		genitive				
46001013009	1CO	1	13	9						
46001013010	1CO	1	13	10						
46001013011	1CO	1	13	11		accusative				
46001013012	1CO	1	13	12		accusative				
46001013013	1CO	1	13	13		genitive				
46001013014	1CO	1	13	14	v		aorist	passive	indicative	
46001014001	1CO	1	14	1	v		present	active	indicative	
46001014002	1CO	1	14	2						
46001014003	1CO	1	14	3		accusative				
46001014004	1CO	1	14	4		genitive				
46001014005	1CO	1	14	5	v		aorist	active	indicative	
46001014006	1CO	1	14	6						
46001014007	1CO	1	14	7	adv					
46001014008	1CO	1	14	8		accusative				
46001014009	1CO	1	14	9						
46001014010	1CO	1	14	10		accusative				
46001015001	1CO	1	15	1						
46001015002	1CO	1	15	2	adv					
46001015003	1CO	1	15	3	s	nominative				
46001015004	1CO	1	15	4	v		aorist	active	subjunctive	
46001015005	1CO	1	15	5						
46001015006	1CO	1	15	6						
46001015007	1CO	1	15	7		accusative				
46001015008	1CO	1	15	8		accusative				
46001015009	1CO	1	15	9		accusative				
46001015010	1CO	1	15	10	v		aorist	passive	indicative	
46001016001	1CO	1	16	1	v		aorist	active	indicative	
46001016002	1CO	1	16	2						
46001016003	1CO	1	16	3						
46001016004	1CO	1	16	4		accusative				
46001016005	1CO	1	16	5		genitive				
46001016006	1CO	1	16	6		accusative				
46001016007	1CO	1	16	7	adv	accusative				
46001016008	1CO	1	16	8	adv					
46001016009	1CO	1	16	9	v		perfect	active	indicative	
46001016010	1CO	1	16	10						
46001016011	1CO	1	16	11		accusative				
46001016012	1CO	1	16	12		accusative				
46001016013	1CO	1	16	13	v		aorist	active	indicative	
46001017001	1CO	1	17	1						
46001017002	1CO	1	17	2						
46001017003	1CO	1	17	3	v		aorist	active	indicative	
46001017004	1CO	1	17	4	o	accusative				
46001017005	1CO	1	17	5	s	nominative				
46001017006	1CO	1	17	6	v		present	active	infinitive	
46001017007	1CO	1	17	7						
46001017008	1CO	1	17	8	v		present	middle	infinitive	
46001017009	1CO	1	17	9	adv					
46001017010	1CO	1	17	10						
46001017011	1CO	1	17	11		dative				
46001017012	1CO	1	17	12		genitive				
46001017013	1CO	1	17	13						
46001017014	1CO	1	17	14	adv					
46001017015	1CO	1	17	15	v		aorist	passive	subjunctive	
46001017016	1CO	1	17	16		nominative				
46001017017	1CO	1	17	17		nominative				
46001017018	1CO	1	17	18		genitive				
46001017019	1CO	1	17	19		genitive				
46001018001	1CO	1	18	1		nominative				
46001018002	1CO	1	18	2		nominative				
46001018003	1CO	1	18	3						
46001018004	1CO	1	18	4		nominative				
46001018005	1CO	1	18	5		genitive				
46001018006	1CO	1	18	6		genitive				
46001018007	1CO	1	18	7		dative				
46001018008	1CO	1	18	8						
46001018009	1CO	1	18	9	v	dative	present	middlepassive	participle	
46001018010	1CO	1	18	10	p	nominative				
46001018011	1CO	1	18	11	vc		present	active	indicative	
46001018012	1CO	1	18	12		dative				
46001018013	1CO	1	18	13						
46001018014	1CO	1	18	14	v	dative	present	passive	participle	
46001018015	1CO	1	18	15		dative				
46001018016	1CO	1	18	16		nominative				
46001018017	1CO	1	18	17		genitive				
46001018018	1CO	1	18	18	vc		present	active	indicative	
46001019001	1CO	1	19	1	v		perfect	passive	indicative	
46001019002	1CO	1	19	2						
46001019003	1CO	1	19	3	v		future	active	indicative	
46001019004	1CO	1	19	4		accusative				
46001019005	1CO	1	19	5		accusative				
46001019006	1CO	1	19	6		genitive				
46001019007	1CO	1	19	7		genitive				
46001019008	1CO	1	19	8						
46001019009	1CO	1	19	9		accusative				
46001019010	1CO	1	19	10		accusative				
46001019011	1CO	1	19	11		genitive				
46001019012	1CO	1	19	12		genitive				
46001019013	1CO	1	19	13	v		future	active	indicative	
46001020001	1CO	1	20	1	p					
46001020002	1CO	1	20	2	s	nominative				
46001020003	1CO	1	20	3	p					
46001020004	1CO	1	20	4	s	nominative				
46001020005	1CO	1	20	5	p					
46001020006	1CO	1	20	6		nominative				
46001020007	1CO	1	20	7		genitive				
46001020008	1CO	1	20	8		genitive				
46001020009	1CO	1	20	9		genitive				
46001020010	1CO	1	20	10						
46001020011	1CO	1	20	11	v		aorist	active	indicative	
46001020012	1CO	1	20	12		nominative				
46001020013	1CO	1	20	13		nominative				
46001020014	1CO	1	20	14		accusative				
46001020015	1CO	1	20	15		accusative				
46001020016	1CO	1	20	16		genitive				
46001020017	1CO	1	20	17		genitive				
46001021001	1CO	1	21	1						
46001021002	1CO	1	21	2						
46001021003	1CO	1	21	3						
46001021004	1CO	1	21	4		dative				
46001021005	1CO	1	21	5		dative				
46001021006	1CO	1	21	6		genitive				
46001021007	1CO	1	21	7		genitive				
46001021008	1CO	1	21	8	adv					
46001021009	1CO	1	21	9	v		aorist	active	indicative	
46001021010	1CO	1	21	10		nominative				
46001021011	1CO	1	21	11		nominative				
46001021012	1CO	1	21	12						
46001021013	1CO	1	21	13		genitive				
46001021014	1CO	1	21	14		genitive				
46001021015	1CO	1	21	15		accusative				
46001021016	1CO	1	21	16		accusative				
46001021017	1CO	1	21	17	v		aorist	active	indicative	
46001021018	1CO	1	21	18		nominative				
46001021019	1CO	1	21	19		nominative				
46001021020	1CO	1	21	20						
46001021021	1CO	1	21	21		genitive				
46001021022	1CO	1	21	22		genitive				
46001021023	1CO	1	21	23		genitive				
46001021024	1CO	1	21	24		genitive				
46001021025	1CO	1	21	25	v		aorist	active	infinitive	
46001021026	1CO	1	21	26		accusative				
46001021027	1CO	1	21	27	v	accusative	present	active	participle	
46001022001	1CO	1	22	1						
46001022002	1CO	1	22	2						
46001022003	1CO	1	22	3	s	nominative				
46001022004	1CO	1	22	4	o	accusative				
46001022005	1CO	1	22	5	v		present	active	indicative	
46001022006	1CO	1	22	6						
46001022007	1CO	1	22	7	s	nominative				
46001022008	1CO	1	22	8	o	accusative				
46001022009	1CO	1	22	9	v		present	active	indicative	
46001023001	1CO	1	23	1	s	nominative				
46001023002	1CO	1	23	2						
46001023003	1CO	1	23	3	v		present	active	indicative	
46001023004	1CO	1	23	4		accusative				
46001023005	1CO	1	23	5	v	accusative	perfect	passive	participle	
46001023006	1CO	1	23	6	io	dative				
46001023007	1CO	1	23	7						
46001023008	1CO	1	23	8	o	accusative				
46001023009	1CO	1	23	9	io	dative				
46001023010	1CO	1	23	10						
46001023011	1CO	1	23	11	o	accusative				
46001024001	1CO	1	24	1		dative				
46001024002	1CO	1	24	2						
46001024003	1CO	1	24	3		dative				
46001024004	1CO	1	24	4		dative				
46001024005	1CO	1	24	5		dative				
46001024006	1CO	1	24	6						
46001024007	1CO	1	24	7						
46001024008	1CO	1	24	8		dative				
46001024009	1CO	1	24	9		accusative				
46001024010	1CO	1	24	10		genitive				
46001024011	1CO	1	24	11		accusative				
46001024012	1CO	1	24	12						
46001024013	1CO	1	24	13		genitive				
46001024014	1CO	1	24	14		accusative				
46001025001	1CO	1	25	1						
46001025002	1CO	1	25	2		nominative				
46001025003	1CO	1	25	3		nominative				
46001025004	1CO	1	25	4		genitive				
46001025005	1CO	1	25	5		genitive				
46001025006	1CO	1	25	6	p	nominative				comparative
46001025007	1CO	1	25	7		genitive				
46001025008	1CO	1	25	8		genitive				
46001025009	1CO	1	25	9	vc		present	active	indicative	
46001025010	1CO	1	25	10						
46001025011	1CO	1	25	11		nominative				
46001025012	1CO	1	25	12		nominative				
46001025013	1CO	1	25	13		genitive				
46001025014	1CO	1	25	14		genitive				
46001025015	1CO	1	25	15	p	nominative				comparative
46001025016	1CO	1	25	16		genitive				
46001025017	1CO	1	25	17		genitive				
46001026001	1CO	1	26	1	v		present	active	indicative	
46001026002	1CO	1	26	2						
46001026003	1CO	1	26	3		accusative				
46001026004	1CO	1	26	4		accusative				
46001026005	1CO	1	26	5		genitive				
46001026006	1CO	1	26	6	aux	vocative				
46001026007	1CO	1	26	7						
46001026008	1CO	1	26	8	adv					
46001026009	1CO	1	26	9	p	nominative				
46001026010	1CO	1	26	10	s	nominative				
46001026011	1CO	1	26	11						
46001026012	1CO	1	26	12		accusative				
46001026013	1CO	1	26	13	adv					
46001026014	1CO	1	26	14	p	nominative				
46001026015	1CO	1	26	15	s	nominative				
46001026016	1CO	1	26	16	adv					
46001026017	1CO	1	26	17	p	nominative				
46001026018	1CO	1	26	18	s	nominative				
46001027001	1CO	1	27	1						
46001027002	1CO	1	27	2		accusative				
46001027003	1CO	1	27	3		accusative				
46001027004	1CO	1	27	4		genitive				
46001027005	1CO	1	27	5		genitive				
46001027006	1CO	1	27	6	v		aorist	middle	indicative	
46001027007	1CO	1	27	7		nominative				
46001027008	1CO	1	27	8		nominative				
46001027009	1CO	1	27	9						
46001027010	1CO	1	27	10	v		present	active	subjunctive	
46001027011	1CO	1	27	11		accusative				
46001027012	1CO	1	27	12		accusative				
46001027013	1CO	1	27	13						
46001027014	1CO	1	27	14		accusative				
46001027015	1CO	1	27	15		accusative				
46001027016	1CO	1	27	16		genitive				
46001027017	1CO	1	27	17		genitive				
46001027018	1CO	1	27	18	v		aorist	middle	indicative	
46001027019	1CO	1	27	19		nominative				
46001027020	1CO	1	27	20		nominative				
46001027021	1CO	1	27	21						
46001027022	1CO	1	27	22	v		present	active	subjunctive	
46001027023	1CO	1	27	23		accusative				
46001027024	1CO	1	27	24		accusative				
46001028001	1CO	1	28	1						
46001028002	1CO	1	28	2		accusative				
46001028003	1CO	1	28	3		accusative				
46001028004	1CO	1	28	4		genitive				
46001028005	1CO	1	28	5		genitive				
46001028006	1CO	1	28	6						
46001028007	1CO	1	28	7		accusative				
46001028008	1CO	1	28	8	v	accusative	perfect	passive	participle	
46001028009	1CO	1	28	9	v		aorist	middle	indicative	
46001028010	1CO	1	28	10		nominative				
46001028011	1CO	1	28	11		nominative				
46001028012	1CO	1	28	12		accusative				
46001028013	1CO	1	28	13	adv					
46001028014	1CO	1	28	14	v	accusative	present	active	participle	
46001028015	1CO	1	28	15						
46001028016	1CO	1	28	16		accusative				
46001028017	1CO	1	28	17	v	accusative	present	active	participle	
46001028018	1CO	1	28	18	v		aorist	active	subjunctive	
46001029001	1CO	1	29	1						
46001029002	1CO	1	29	2	adv					
46001029003	1CO	1	29	3	v		aorist	middle	subjunctive	
46001029004	1CO	1	29	4		nominative				
46001029005	1CO	1	29	5		nominative				
46001029006	1CO	1	29	6						
46001029007	1CO	1	29	7		genitive				
46001029008	1CO	1	29	8		genitive				
46001030001	1CO	1	30	1						
46001030002	1CO	1	30	2		genitive				
46001030003	1CO	1	30	3						
46001030004	1CO	1	30	4	s	nominative				
46001030005	1CO	1	30	5	vc		present	active	indicative	
46001030006	1CO	1	30	6						
46001030007	1CO	1	30	7		dative				
46001030008	1CO	1	30	8		dative				
46001030009	1CO	1	30	9	s	nominative				
46001030010	1CO	1	30	10	vc		aorist	passive	indicative	
46001030011	1CO	1	30	11		nominative				
46001030012	1CO	1	30	12	adv	dative				
46001030013	1CO	1	30	13						
46001030014	1CO	1	30	14		genitive				
46001030015	1CO	1	30	15		nominative				
46001030016	1CO	1	30	16						
46001030017	1CO	1	30	17						
46001030018	1CO	1	30	18		nominative				
46001030019	1CO	1	30	19						
46001030020	1CO	1	30	20		nominative				
46001031001	1CO	1	31	1						
46001031002	1CO	1	31	2						
46001031003	1CO	1	31	3	v		perfect	passive	indicative	
46001031004	1CO	1	31	4		nominative				
46001031005	1CO	1	31	5	v	nominative	present	middlepassive	participle	
46001031006	1CO	1	31	6						
46001031007	1CO	1	31	7		dative				
46001031008	1CO	1	31	8	v		present	middlepassive	imperative	
46002001001	1CO	2	1	1	s	nominative				
46002001002	1CO	2	1	2	v	nominative	aorist	active	participle	
46002001003	1CO	2	1	3						
46002001004	1CO	2	1	4		accusative				
46002001005	1CO	2	1	5	aux	vocative				
46002001006	1CO	2	1	6	v		aorist	active	indicative	
46002001007	1CO	2	1	7	adv					
46002001008	1CO	2	1	8						
46002001009	1CO	2	1	9		accusative				
46002001010	1CO	2	1	10		genitive				
46002001011	1CO	2	1	11						
46002001012	1CO	2	1	12		genitive				
46002001013	1CO	2	1	13	v	nominative	present	active	participle	
46002001014	1CO	2	1	14	io	dative				
46002001015	1CO	2	1	15		accusative				
46002001016	1CO	2	1	16		accusative				
46002001017	1CO	2	1	17		genitive				
46002001018	1CO	2	1	18		genitive				
46002002001	1CO	2	2	1	adv					
46002002002	1CO	2	2	2						
46002002003	1CO	2	2	3	v		aorist	active	indicative	
46002002004	1CO	2	2	4	o	accusative				
46002002005	1CO	2	2	5	v		perfect	active	infinitive	
46002002006	1CO	2	2	6						
46002002007	1CO	2	2	7		dative				
46002002008	1CO	2	2	8						
46002002009	1CO	2	2	9	adv					
46002002010	1CO	2	2	10		accusative				
46002002011	1CO	2	2	11		accusative				
46002002012	1CO	2	2	12						
46002002013	1CO	2	2	13		accusative				
46002002014	1CO	2	2	14	v	accusative	perfect	passive	participle	
46002003001	1CO	2	3	1	s	nominative				
46002003002	1CO	2	3	2						
46002003003	1CO	2	3	3		dative				
46002003004	1CO	2	3	4						
46002003005	1CO	2	3	5						
46002003006	1CO	2	3	6		dative				
46002003007	1CO	2	3	7						
46002003008	1CO	2	3	8						
46002003009	1CO	2	3	9		dative				
46002003010	1CO	2	3	10		dative				
46002003011	1CO	2	3	11	vc		aorist	middle	indicative	
46002003012	1CO	2	3	12						
46002003013	1CO	2	3	13		accusative				
46002004001	1CO	2	4	1						
46002004002	1CO	2	4	2		nominative				
46002004003	1CO	2	4	3		nominative				
46002004004	1CO	2	4	4		genitive				
46002004005	1CO	2	4	5						
46002004006	1CO	2	4	6		nominative				
46002004007	1CO	2	4	7		nominative				
46002004008	1CO	2	4	8		genitive				
46002004009	1CO	2	4	9						
46002004010	1CO	2	4	10						
46002004011	1CO	2	4	11		dative				
46002004012	1CO	2	4	12		genitive				
46002004013	1CO	2	4	13		dative				
46002004014	1CO	2	4	14						
46002004015	1CO	2	4	15						
46002004016	1CO	2	4	16		dative				
46002004017	1CO	2	4	17		genitive				
46002004018	1CO	2	4	18						
46002004019	1CO	2	4	19		genitive				
46002005001	1CO	2	5	1						
46002005002	1CO	2	5	2		nominative				
46002005003	1CO	2	5	3		nominative				
46002005004	1CO	2	5	4		genitive				
46002005005	1CO	2	5	5						
46002005006	1CO	2	5	6	vc		present	active	subjunctive	
46002005007	1CO	2	5	7						
46002005008	1CO	2	5	8		dative				
46002005009	1CO	2	5	9		genitive				
46002005010	1CO	2	5	10						
46002005011	1CO	2	5	11						
46002005012	1CO	2	5	12		dative				
46002005013	1CO	2	5	13		genitive				
46002006001	1CO	2	6	1	o	accusative				
46002006002	1CO	2	6	2						
46002006003	1CO	2	6	3	v		present	active	indicative	
46002006004	1CO	2	6	4						
46002006005	1CO	2	6	5		dative				
46002006006	1CO	2	6	6		dative				
46002006007	1CO	2	6	7		accusative				
46002006008	1CO	2	6	8						
46002006009	1CO	2	6	9	adv					
46002006010	1CO	2	6	10		genitive				
46002006011	1CO	2	6	11		genitive				
46002006012	1CO	2	6	12		genitive				
46002006013	1CO	2	6	13						
46002006014	1CO	2	6	14		genitive				
46002006015	1CO	2	6	15		genitive				
46002006016	1CO	2	6	16		genitive				
46002006017	1CO	2	6	17		genitive				
46002006018	1CO	2	6	18		genitive				
46002006019	1CO	2	6	19		genitive				
46002006020	1CO	2	6	20	v	genitive	present	passive	participle	
46002007001	1CO	2	7	1						
46002007002	1CO	2	7	2	v		present	active	indicative	
46002007003	1CO	2	7	3		genitive				
46002007004	1CO	2	7	4		accusative				
46002007005	1CO	2	7	5						
46002007006	1CO	2	7	6		dative				
46002007007	1CO	2	7	7		accusative				
46002007008	1CO	2	7	8	v	accusative	perfect	passive	participle	
46002007009	1CO	2	7	9	o	accusative				
46002007010	1CO	2	7	10	v		aorist	active	indicative	
46002007011	1CO	2	7	11		nominative				
46002007012	1CO	2	7	12		nominative				
46002007013	1CO	2	7	13						
46002007014	1CO	2	7	14		genitive				
46002007015	1CO	2	7	15		genitive				
46002007016	1CO	2	7	16						
46002007017	1CO	2	7	17		accusative				
46002007018	1CO	2	7	18		genitive				
46002008001	1CO	2	8	1	o	accusative				
46002008002	1CO	2	8	2		nominative				
46002008003	1CO	2	8	3		genitive				
46002008004	1CO	2	8	4		genitive				
46002008005	1CO	2	8	5		genitive				
46002008006	1CO	2	8	6		genitive				
46002008007	1CO	2	8	7		genitive				
46002008008	1CO	2	8	8	v		perfect	active	indicative	
46002008009	1CO	2	8	9						
46002008010	1CO	2	8	10						
46002008011	1CO	2	8	11	v		aorist	active	indicative	
46002008012	1CO	2	8	12	adv					
46002008013	1CO	2	8	13						
46002008014	1CO	2	8	14		accusative				
46002008015	1CO	2	8	15		accusative				
46002008016	1CO	2	8	16		genitive				
46002008017	1CO	2	8	17		genitive				
46002008018	1CO	2	8	18	v		aorist	active	indicative	
46002009001	1CO	2	9	1						
46002009002	1CO	2	9	2						
46002009003	1CO	2	9	3	v		perfect	passive	indicative	
46002009004	1CO	2	9	4	o	accusative				
46002009005	1CO	2	9	5	s	nominative				
46002009006	1CO	2	9	6	adv					
46002009007	1CO	2	9	7	v		aorist	active	indicative	
46002009008	1CO	2	9	8						
46002009009	1CO	2	9	9	s	nominative				
46002009010	1CO	2	9	10	adv					
46002009011	1CO	2	9	11	v		aorist	active	indicative	
46002009012	1CO	2	9	12						
46002009013	1CO	2	9	13						
46002009014	1CO	2	9	14		accusative				
46002009015	1CO	2	9	15		genitive				
46002009016	1CO	2	9	16	adv					
46002009017	1CO	2	9	17	v		aorist	active	indicative	
46002009018	1CO	2	9	18	o	accusative				
46002009019	1CO	2	9	19	v		aorist	active	indicative	
46002009020	1CO	2	9	20		nominative				
46002009021	1CO	2	9	21		nominative				
46002009022	1CO	2	9	22		dative				
46002009023	1CO	2	9	23	v	dative	present	active	participle	
46002009024	1CO	2	9	24	o	accusative				
46002010001	1CO	2	10	1	io	dative				
46002010002	1CO	2	10	2						
46002010003	1CO	2	10	3	v		aorist	active	indicative	
46002010004	1CO	2	10	4		nominative				
46002010005	1CO	2	10	5		nominative				
46002010006	1CO	2	10	6						
46002010007	1CO	2	10	7		genitive				
46002010008	1CO	2	10	8		genitive				
46002010009	1CO	2	10	9		nominative				
46002010010	1CO	2	10	10						
46002010011	1CO	2	10	11		nominative				
46002010012	1CO	2	10	12	o	accusative				
46002010013	1CO	2	10	13	v		present	active	indicative	
46002010014	1CO	2	10	14						
46002010015	1CO	2	10	15		accusative				
46002010016	1CO	2	10	16		accusative				
46002010017	1CO	2	10	17		genitive				
46002010018	1CO	2	10	18		genitive				
46002011001	1CO	2	11	1		nominative				
46002011002	1CO	2	11	2						
46002011003	1CO	2	11	3	v		perfect	active	indicative	
46002011004	1CO	2	11	4		genitive				
46002011005	1CO	2	11	5		accusative				
46002011006	1CO	2	11	6		genitive				
46002011007	1CO	2	11	7		genitive				
46002011008	1CO	2	11	8						
46002011009	1CO	2	11	9	adv					
46002011010	1CO	2	11	10		nominative				
46002011011	1CO	2	11	11		nominative				
46002011012	1CO	2	11	12		genitive				
46002011013	1CO	2	11	13		genitive				
46002011014	1CO	2	11	14		nominative				
46002011015	1CO	2	11	15						
46002011016	1CO	2	11	16		dative				
46002011017	1CO	2	11	17	adv					
